id,board,black_score,best_move
21445,r4k1r/pp3p1p/1q2p1pb/1B1R4/8/P4Q1P/1P3PP1/R5K1 w - - 0 18,-383.0,d5d7
30825,4r2r/p2k2p1/3b1np1/2pp2B1/N5Pp/1P3P1P/P1P5/R2KR3 w - - 1 25,39.0,d1d2
39618,b5r1/5Qbk/1q4p1/p1p1p1B1/P7/2PR1PP1/7P/6K1 b - - 3 32,631.0,b6b1
14571,2kr1b1r/pp2pppp/2n5/8/1n4q1/1QP1B3/PP1NBPPP/R3K2R w KQ - 8 13,-713.0,e2g4
31072,2r3k1/p6p/1pbq1pp1/3P1p1P/3Q1P2/5N2/PP4P1/4R1K1 w - - 1 25,-473.0,d5c6
10877,rn2kb1r/1p3pp1/p3bn1p/2p5/4pB1P/1PN4N/P1P2PP1/3RKB1R b Kkq - 0 10,111.0,b8c6
13938,r4rk1/1b1pqppp/np2pn2/p3N3/1pPP3P/PQ2P3/1P2BPP1/RN3RK1 b - - 0 12,26.0,d7d6
27498,r1r3k1/1bq2pbp/1n4p1/p1p1p3/P3P3/1QP1BNPB/5P1P/R1R3K1 b - - 3 22,15.0,b7e4
36752,8/p2nr1p1/2k3p1/2p3B1/N1Pp2Pp/PP3PbP/3K4/R7 w - - 3 30,-452.0,g5e7
29655,2r3k1/p4pp1/1p3n1p/2q5/Q7/2Pr3P/PB3PP1/1R2R1K1 w - - 5 24,44.0,b1d1
4548,r1bqkb1r/p3pppp/2n2n2/1ppp4/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w kq - 0 6,-120.0,e2e4
73126,8/4kp2/R7/3K3p/8/8/8/8 b - - 1 86,-559.0,h5h4
48547,R7/2r2pk1/6pp/8/R5PP/P3P3/r4PK1/8 b - - 6 42,-219.0,c7c2
75369,2R5/k7/3N4/3K4/8/8/8/r7 w - - 51 93,-28.0,d6b5
33363,2r5/pp3pkp/6p1/2qp4/3RbNQ1/bP2P1P1/P4P1P/4R1K1 w - - 14 27,-319.0,f4h5
4206,r1bqkb1r/pppn1ppp/5n2/3pp3/1P6/P3P3/1BPPQPPP/RN2KBNR b KQkq - 2 5,127.0,a7a5
41295,5rk1/p5b1/6pp/Ppp1rQ1P/3pN3/1P1P1P2/2PB2K1/7R w - - 1 34,-655.0,f5g6
43399,8/2r5/4kp2/p2b1p2/2p2P2/5N2/PPR2KP1/8 w - - 4 36,-96.0,f3d4
39717,5rk1/p5bp/4r1p1/Ppp2q2/3pN1QP/1PBP1P2/2P3K1/7R b - - 1 32,595.0,d4c3
54657,8/7k/8/p6P/8/2nrP3/2B5/1R2K3 w - - 1 50,-576.0,b1b6
19356,r3k2r/1p2b1p1/p3pn1p/2p5/4p2P/2N1n1P1/PP2KPBR/3R4 b kq - 1 16,655.0,e3d1
73912,8/8/8/8/3k1K2/3B4/8/8 b - - 0 88,20.0,d4c5
24256,r4k1r/1p2pp1p/1q3bp1/p2R4/2B5/P4Q1P/1P3PP1/3R2K1 w - - 0 20,11.0,b2b3
22257,r3r1k1/pbp2pbp/1p1q2p1/3P1p2/2PN1P2/4B3/PP1Q2PP/R3R1K1 b - - 2 18,71.0,c7c6
21410,r5k1/pp3p2/2pp2pp/q1P2b2/2P4Q/1P2P1P1/Pb2NP1P/3R1K1R w - - 0 18,-184.0,e3e4
17206,r1b2rk1/pp2b1p1/1q2p2p/n2p1p1n/3P3P/2PB1N2/PPQN1PPB/R4RK1 w - - 2 15,-154.0,b2b4
10284,r1bqk2r/3p1p1p/np2pn2/p5p1/1pPP4/PQ2PN2/1P2BPPP/RN2K2R w KQkq - 0 10,-149.0,f3g5
44518,5b1k/p4r2/4r2p/Ppp2p1P/3p1P2/1P1PB1N1/2P3K1/5R2 b - - 2 37,554.0,e6e3
56335,1b6/8/8/p2B2k1/P1PP1pp1/7p/8/4K3 b - - 1 52,713.0,f4f3
32674,2r3k1/p4pp1/1p5p/2n5/P7/2PrR2P/1B3PP1/1R4K1 b - - 2 26,416.0,d3e3
6463,r1b1kb1r/ppp1qppp/2n2n2/1B1pp3/8/1PN1PPPP/P1PP4/R1BQK1NR b KQkq - 0 7,147.0,c8d7
80591,2R5/6K1/8/8/8/8/8/1r1k4 b - - 104 125,0.0,b1a1
42793,6k1/1R3p2/p3r1pp/p4r2/8/7P/R4PP1/5K2 b - - 7 35,187.0,f5b5
60135,8/3NR3/4k3/8/4K3/8/8/r7 b - - 16 58,21.0,e6e7
6195,rnb1k2r/pppp1ppp/5q2/1Nb5/P2pP1n1/5N2/1PP2PPP/R1BQKB1R w KQkq - 2 7,-407.0,b5c7
456,rnbqkb1r/pppppppp/5n2/8/6P1/5N2/PPPPPP1P/RNBQKB1R b KQkq - 0 2,130.0,f6g4
20083,r3k2r/1p2b1p1/p3p2p/2pn4/4p2P/2N1P1P1/PP2K1B1/3R3R w kq - 1 17,-82.0,c3d5
66854,8/8/3k4/r3N3/8/5K2/8/4R3 b - - 40 70,8.0,d6d5
63918,7r/8/p7/6KP/1k6/p7/4R3/8 b - - 13 64,14.0,h8g8
40732,4r1k1/1R3p2/p5pp/p1r5/8/7P/5PP1/5RK1 b - - 3 33,159.0,a5a4
21279,3q1rk1/pp3ppp/5n2/8/Q7/2r5/P4PPP/R1B2RK1 w - - 0 18,-8.0,c1b2
31537,4rrk1/pp2b2p/6p1/2p4q/3pN3/1PPP1PQ1/P2B3P/5RK1 b - - 0 25,269.0,d4c3
28480,r3brk1/6p1/p1p1n3/2npQ2p/Pp5q/4PN1B/1PPN1P2/2KR3R w - - 0 23,-741.0,f3h4
32668,2r3k1/p4pp1/1p5p/2n5/P7/2Pr3P/1B3PP1/1R2RK2 b - - 2 26,242.0,c5a4
23664,2kr3r/pp2b1pp/2n1Q1q1/1B2p3/8/2P1R3/PP1N2PP/2KR4 b - - 2 19,618.0,g6e6
49938,7k/8/p3r2p/Pp2rp1P/3N1P2/3P1K2/2P5/1R6 w - - 1 44,-524.0,f4e5
11252,r1bqk2r/1pp1bppp/2n5/p2P4/5Q2/5N2/PPP2PPP/R1B1KB1R w KQkq - 0 11,-507.0,d5c6
45540,r7/1pk2p2/2bp4/4Q1P1/8/2PNR3/q5P1/4K3 b - - 3 38,685.0,d6e5
64407,4k3/8/4bP2/8/8/7r/8/4R1K1 b - - 2 65,-9.0,e8f7
18235,rnb1kq2/1ppp1ppQ/1b6/4P3/p5P1/1P6/2P1K1P1/R1B1NB2 b q - 1 15,157.0,b6d4
41957,8/3r4/4kp2/p2b1p2/2p2P1N/8/PP4P1/2R3K1 b - - 1 34,78.0,a5a4
27945,rn2k3/1p3p1Q/3pb3/2q5/p5P1/1P3N2/2PKB1P1/R7 b q - 7 22,64.0,a4a3
5441,r3kbnr/pp2pppp/2n5/2pq1b2/3P4/2P2N1P/PP3PP1/RNBQKB1R b KQkq - 0 6,14.0,c5d4
46380,R7/5pk1/6pp/8/5RPP/P3P3/rr3PK1/8 w - - 1 40,-512.0,a8a7
2687,rnbqkb1r/pp2pppp/5n2/2pp4/8/1P1P1NP1/P1P1PP1P/RNBQKB1R b KQkq - 0 4,46.0,g7g6
46839,R7/2r2pk1/6pp/8/5RPP/P3P3/r4P1K/8 b - - 2 40,-241.0,c7e7
54496,2k5/8/1R6/p1p2b2/8/2r2P2/6PK/4B3 w - - 2 50,-584.0,e1c3
37419,4rrk1/p5bp/1p4p1/2p2q2/P2p2QP/1P1P1P2/2PB1NK1/5R2 b - - 2 30,383.0,e8e2
65125,R7/P4pk1/8/7p/4P3/5PK1/r7/8 w - - 0 67,-472.0,g3h4
13898,2kr1b1r/pp2pppp/2n5/3n4/6q1/1QP1B1P1/PP1N1P1P/R3KB1R b KQ - 0 12,47.0,d5e3
18016,r4k1r/pp2ppbp/1q3np1/1B6/8/P1N2Q1P/1P3PP1/R2R2K1 b - - 5 15,37.0,g7h6
34469,2r3k1/p5p1/7p/p1n2p2/8/B1Pr3P/5PP1/1R2R1K1 w - - 0 28,-59.0,e1e7
53521,8/5R2/7k/p6P/B7/2nrP3/1p6/4K3 b - - 5 48,1249.0,b2b1q
49882,6rk/4R1b1/2b2Qp1/p1p3B1/P5P1/4K3/4q3/8 w - - 8 44,-510.0,e3e2
72201,6r1/8/p7/6RP/k6K/p7/8/8 b - - 51 83,814.0,g8g5
29875,2r1r2k/pb5p/1p1q1pp1/3P1p1P/3Q1P2/5N2/PP4P1/3RR1K1 w - - 1 24,-107.0,h5g6
49942,7k/8/p3r2p/Pp3p1P/3N1P2/3P1K2/2r5/1R6 w - - 0 44,-508.0,d4c2
21574,2kr1b1r/pp4pp/2n1q3/1B2p3/4p3/1QP5/PP1N2PP/2KRR3 w - - 2 18,-745.0,b3e6
73490,6R1/8/8/8/6k1/4K3/8/3r4 b - - 28 87,0.0,g4f5
45405,4r3/3R1R2/2p1k3/7p/P3pr2/1P6/1P3P2/2K5 b - - 2 38,552.0,f4f7
61553,8/3r1k2/3P4/5p2/5P2/4R2p/6bK/6R1 b - - 6 60,-34.0,d7d6
66122,R7/P4p1k/7p/7r/4PPK1/8/8/8 w - - 3 69,-1205.0,g4h5
2122,rnbqkb1r/ppp1pppp/8/3p3n/8/3P1NP1/PPP1PP1P/RNBQKB1R w KQkq - 1 4,-67.0,c2c4
78182,8/8/3b4/8/3k4/5K2/8/1B6 w - - 45 103,0.0,b1e4
15924,r2qk2r/2p1nbp1/p4n2/2bp2Bp/Pp6/1Q5P/1PPNPPB1/R3K1NR w KQkq - 4 14,19.0,e2e3
74129,5r2/8/8/2N1R3/6K1/8/2k5/8 b - - 78 89,2.0,f8f1
71107,R7/2P5/6k1/3P1bp1/7p/8/5K2/5B2 w - - 3 80,-1010.0,f1d3
62305,5k2/R7/2P2r1p/3P2pP/6b1/P1K2p2/6B1/8 b - - 0 61,624.0,f3g2
29167,r3brk1/2Q1q1p1/p1p1n3/2np3p/P6P/1p2PN1B/1PPN1P2/2KR3R b - - 1 23,829.0,e6c7
33585,5r1k/1pp3bn/8/pPP2q2/3Pp2p/P1N5/1R4P1/2BQ2K1 w - - 0 27,50.0,c1e3
34716,1k1r4/1p4p1/5b1p/p4R2/8/2P1N3/PP2K1PP/8 w - - 0 28,-273.0,f5a5
77228,8/k7/3N4/8/4K3/2R5/8/7r w - - 63 99,0.0,e4d5
42600,r7/1p3p2/1knpb3/1B4P1/P4Q2/q1PNR3/3K2P1/8 w - - 11 35,-55.0,e3e2
370,rnbqkbnr/p1pppppp/1p6/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2,-54.0,d2d4
75052,8/8/5K1k/1R3P2/8/8/6b1/8 w - - 15 92,-1067.0,b5b2
8155,rnbqk2r/3p1ppp/1p2pn2/p7/1pPP4/1Q2PN1P/PP3PP1/RN2KB1R b KQkq - 0 8,-42.0,b8c6
20207,r2r2k1/1b2qp1p/np1p1np1/p7/1pPPpN2/PQ2PP2/1P1NB1PP/R3R1K1 w - - 1 17,-78.0,f3e4
37256,8/1pk4p/2p5/p5p1/5b2/1PP2P1B/P4P1P/7K b - - 2 30,16.0,h7h6
10137,rn2kb1r/1p3pp1/p3bn2/2p4p/4pB1P/2N4N/PPP2PP1/3RKB1R w Kkq - 0 10,-35.0,h3g5
13999,rnb1k2r/1pppqppp/1b6/1p2P3/P5P1/4QN2/1PP1K1P1/R1B2B1R b kq - 2 12,506.0,b6e3
69837,8/8/8/8/8/1r2k3/5R2/6K1 w - - 73 77,0.0,f2f8
17472,r4rk1/4qppp/np1p1n2/p3p3/1pPP4/PQ1NPb2/1P1NBPPP/R3R1K1 w - - 2 15,-471.0,g2f3
15290,r1bq1rk1/ppp2pbp/4p1p1/5n2/2PPBP2/5N1P/PP4P1/R1BQ1RK1 b - - 0 13,126.0,f5d4
56163,2kq4/1p1bR1Q1/8/3pr3/8/5NK1/6P1/8 w - - 2 52,-614.0,f3e5
32141,4rrk1/pp2b3/6pp/2p4q/P2pN3/1P1P1PQ1/2PB3P/5RK1 w - - 0 26,223.0,g3g2
10921,r1bqk2r/ppp2p1p/4p1pn/4N3/2Pb1P2/3B4/PP1P2PP/R1BQK2R b KQkq - 1 10,454.0,d4e5
31816,5r1k/1pp3bn/4q3/pPPp4/3P3p/P1N1P3/4Q1P1/1RB3K1 b - - 1 25,193.0,h4h3
13462,r2q1rk1/pb1nppbp/6p1/1Npn4/6Q1/5NP1/PP2PPBP/R1B2RK1 b - - 2 12,89.0,d8b6
24530,2kR3r/5ppp/p3b3/1pn1P3/2p1PNn1/N1P3P1/PP4BP/R5K1 b - - 0 20,149.0,h8d8
63947,3k4/8/1R5p/r4p1P/r4N2/1pPP4/4K3/8 b - - 0 64,492.0,a4f4
40936,8/kp4p1/p6p/3N2b1/2K2R2/2P3P1/PP1r3P/8 b - - 6 33,526.0,g5f4
6761,r3kbnr/pp2pppp/2n5/3q1b2/3p4/2P1B3/PP3PPP/RN1QKBNR b KQkq - 1 7,361.0,e7e5
32724,4rrk1/pp5p/5bp1/2p4q/P2pN3/1P1P1PQ1/2PB3P/1R4K1 b - - 2 26,382.0,f6h4
81158,8/8/8/5K2/8/1Bb5/5k2/8 w - - 125 137,0.0,b3d1
75736,7R/8/4k3/8/8/4K3/8/3r4 b - - 42 94,1.0,e6f7
8228,r3kb1r/pp3ppp/2n2n2/2p1p3/4P3/6Pb/PPP2PBP/RNBR2K1 w kq - 0 9,-70.0,g2h3
58958,8/5p2/5k2/2b1p2p/8/2r3PK/4B3/3R4 b - - 1 56,118.0,f6g5
2378,rnbqkb1r/pppp1ppp/8/4p3/2P3n1/6P1/PP1PPPBP/RNBQK1NR w KQkq - 3 4,-87.0,b1c3
81199,8/8/1K6/5r2/4k3/8/8/8 b - - 19 137,555.0,e4d4
9748,r1bqk2r/p3bpp1/1pn2n1p/2Pp4/8/2N2NP1/PP2PPBP/R1BQ1RK1 w kq - 0 10,-198.0,c5b6
72512,8/8/8/4b3/4K3/8/2Bk4/8 b - - 20 84,0.0,d2e2
61013,5k2/R7/5r1p/2P2ppP/3P2b1/P1K5/8/1B6 b - - 4 59,18.0,g4f3
23031,5rk1/rb2q2p/np1p1pp1/p7/1pPPPN2/PQ2P3/1P2B1PP/R3R1K1 w - - 0 19,-333.0,c4c5
36392,1r6/R3ppk1/5bp1/2rB3p/P7/7P/5PP1/3R1K2 b - - 0 29,109.0,b8b4
63780,R7/6k1/2P4p/3P1rpb/8/P1K2p2/8/5B2 w - - 1 64,-446.0,c6c7
13506,r3kb1r/p1p2pp1/2p2n2/3p1b1p/3P4/1PN2PP1/P1P1N2P/R1B1K2R b KQkq - 2 12,117.0,f5c2
25506,r3r1k1/pp1q1p1p/6p1/2p1Q3/3pN1Pb/1P1P1P2/P1P4P/R1B3K1 w - - 1 21,172.0,e5f4
36839,4rrk1/p5bp/1p4p1/2p5/P1qpN1QP/1P1P1P2/2PB2K1/5R2 w - - 1 30,-532.0,b3c4
37779,1k6/5pNp/p1n5/1p1r4/8/1PP3P1/7P/5RK1 w - - 1 31,12.0,f1f7
27379,1k1r3r/5ppp/p3b3/1pnNn3/2p1P3/2P3P1/PPNR2BP/2R3K1 b - - 3 22,84.0,e6h3
55634,1b6/8/8/pB3pk1/P1PP2p1/7p/4K3/8 b - - 2 51,542.0,f5f4
76283,8/8/8/8/N5R1/1k2K3/6r1/8 b - - 92 96,30.0,g2g4
25237,2kr3r/5ppp/p3b3/1p1NP3/n1p1P1n1/N1P3P1/PP1R2BP/R5K1 w - - 7 21,-73.0,b2b3
40812,3rr3/6k1/1p4p1/p4p1p/PP1P3b/2P2B2/6K1/1R3R2 b - - 0 33,258.0,e8e3
10735,r1bqk2r/pp2bpp1/2n1p2p/3pB2n/3p4/2PBPN2/PP3PPP/R2QKN1R b KQkq - 1 10,164.0,d4c3
39609,b5r1/3R2bk/1q4p1/p1p1p1B1/P7/2P2PP1/Q6P/6K1 b - - 3 32,438.0,g8f8
37457,3r1r2/1p4k1/6pp/p4p2/P2P3b/1BP5/1P6/R4RK1 b - - 2 30,270.0,h6h5
73065,2R5/7r/1k1N4/3K4/8/8/8/8 w - - 37 86,0.0,c8b8
45727,8/R4pk1/p1r3p1/p6p/5r1P/5P2/R5PK/8 w - - 1 39,37.0,h2g3
7959,r1bqr1k1/pppnppbp/3p1np1/8/2PP4/1P2P1PN/PB3PBP/RN1QK2R b KQ - 2 8,35.0,e7e5
65384,4B3/8/8/p7/2K2b2/8/1k6/8 b - - 24 67,0.0,f4d6
62737,8/8/2Bb4/p7/2K5/8/1k6/8 b - - 14 62,0.0,b2c2
72070,8/6k1/8/4Kb2/5P2/8/8/2R5 w - - 9 83,-1523.0,e5f5
51197,3r3k/8/p1N4p/Ppr2p1P/5P2/3PK3/2P5/1R6 b - - 4 45,544.0,c5c6
17194,1rb2rk1/pp2b1p1/1qn1p2p/3p1p1n/3P3P/2PB1N2/PPQN1PPB/R4RK1 w - - 2 15,-223.0,h2b8
29539,r1b3k1/p6p/2p2p2/2Prp1p1/P7/4PP1P/2P2RP1/BR4K1 w - - 2 24,-85.0,f3f4
25381,r1br4/p3pk1p/2p2p2/2P3p1/P7/2p1PP1P/2PB1RP1/1R4K1 w - - 0 21,-10.0,d2c3
39365,1r4k1/4rp2/1pbp2pp/p2n4/2PPP1P1/P1NB3P/1R3K2/4R3 w - - 2 32,-604.0,e4d5
35360,5r1k/1pp3bn/6q1/pPP3B1/3Pp2p/P1N5/1R4P1/3Q2K1 b - - 3 28,560.0,g6g5
46555,8/8/1pB3pk/p4p1p/P2P4/2P5/1P1br1K1/7R w - - 6 40,260.0,g2f3
43659,b5r1/3R2bk/6p1/p1p1p1B1/P7/1Q3PP1/7q/4K3 b - - 1 36,610.0,h2g3
13383,r1b1k2r/1pp1Qppp/p7/3q4/1n6/5N2/PPP2PPP/R1B1KB1R b KQkq - 0 12,522.0,e8e7
35190,1r6/4ppk1/5bp1/R2B3p/8/P1r4P/5PP1/3R2K1 b - - 1 28,193.0,b8b2
25497,rr4k1/pp1qbp1p/6p1/2p1Q3/3pN1P1/1P1P1P2/P1P4P/R1B3K1 w - - 1 21,-173.0,c1h6
28877,r1r3k1/2q2pbp/1n4p1/p1B1p3/P3b3/1QP2NPB/5P1P/R1R3K1 b - - 0 23,417.0,c7c5
81560,8/8/2K5/8/8/8/1b3k2/7B b - - 140 144,0.0,b2a1
66406,8/8/8/p7/2K2b2/8/1k6/7B b - - 28 69,0.0,a5a4
54594,8/7k/p1N4p/Pp1rrp1P/5P2/3P4/2PK4/R7 w - - 13 50,-592.0,c6e5
70319,8/8/1k6/4K3/4N3/8/2R5/1r6 w - - 21 78,0.0,e5d5
42033,3r4/3nrpk1/1pbp2pp/p5P1/2PPP3/P1NBK2P/1R6/5R2 b - - 0 34,28.0,h6g5
49203,2r5/2R3R1/2p2k2/7p/P2K4/1r6/1P6/8 w - - 4 43,-19.0,c7c8
10601,rn1qk2r/pb2ppbp/6p1/1Npn4/2p5/1P3NP1/P3PPBP/R1BQ1RK1 b kq - 0 10,326.0,g7a1
13664,r1bq2k1/pp1n1pbp/2pp1np1/8/2PPr3/1P2P1P1/PB2NPBP/R2QK2R b KQ - 1 12,387.0,e4e8
4282,r1bqkb1r/pp2ppp1/2n2n2/2pp3p/8/3P2PN/PPP1PPBP/RNBQ1RK1 w kq - 0 6,37.0,h3g5
71194,8/3r4/R4k2/8/8/8/4K3/8 b - - 14 80,0.0,f6g5
45388,7r/4k3/p7/1R5P/1pp5/4P3/3K1nB1/8 b - - 3 38,634.0,a6b5
6684,rnbqkb1r/1p3ppp/p3Pn2/2p5/4pB1P/2N5/PPP2PP1/R2QKBNR b KQkq - 0 7,52.0,d8d1
29103,1r3k1r/p2Rpp1p/5bp1/3q4/8/P2B3P/5PP1/3R2K1 b - - 1 23,878.0,d5d7
79293,5R2/8/8/4K3/6k1/8/8/6r1 w - - 73 110,-508.0,f8g8
58650,8/8/8/p7/P1PPkbp1/5p1p/8/4K2B w - - 6 56,906.0,e1d1
66548,8/8/1k6/8/4N3/4K3/2R5/r7 b - - 4 69,0.0,a1d1
3919,r1bqkb1r/pp2pppp/2n2n2/2pp4/8/3PPNP1/PPP2PBP/RNBQK2R b KQkq - 0 5,47.0,e7e5
64198,3k4/8/1R5p/r4p1P/1rP2N2/1p1P4/4K3/8 w - - 1 65,-473.0,b6b4
17116,2rq1rk1/pp3ppp/2n2n2/8/2B5/2P2Q2/P4PPP/R1B2RK1 w - - 1 15,-73.0,c4b3
1224,rnbqkbnr/ppp1p1pp/8/3p1p2/5P2/4P3/PPPP2PP/RNBQKBNR w KQkq - 0 3,-27.0,g1f3
3038,rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq - 0 5,-31.0,c4d5
72729,8/6bB/8/8/3k4/5K2/8/8 w - - 9 85,0.0,f3e2
51409,8/7k/5N2/p3B1R1/2pP3p/P3pq2/8/6K1 b - - 11 45,364.0,h7h6
48520,8/2k4p/5R2/2N1n3/1p6/6P1/7r/5K2 b - - 3 42,126.0,e5d7
14360,r1b1r1k1/pp2bpp1/1qn1p2p/3pB2n/3P3P/2PB1N2/PPQN1PP1/R3K2R w KQ - 1 13,-170.0,g2g4
10571,rn1qk2r/pb2ppbp/6p1/2pn4/2pN4/5NP1/PP2PPBP/R1BQ1RK1 b kq - 1 10,482.0,c5d4
35518,1rb1k3/1BR2pp1/8/p3p3/2P5/8/PP3r1P/2KR4 w - - 1 29,-531.0,b7c6
81120,8/8/3K4/8/4kr2/8/8/8 w - - 16 136,457.0,d6c5
7917,r1bqk2r/pp2bpp1/2n1pn1p/2pp4/3P1B1N/2P1P3/PP1N1PPP/R2QKB1R b KQkq - 3 8,309.0,g7g5
26108,r1br4/p3pk1p/2p2p2/2P3p1/P4P2/2p1P2P/2PB1RP1/1R4K1 b - - 0 21,491.0,d8d2
12890,r1b1k2r/pp2b1pp/2nq1p2/2p1p3/3p4/3P2P1/PPPN1PBP/R1BQR1K1 w kq - 0 12,-17.0,d2c4
17390,r1bq1rkb/ppp2p1p/6p1/5p2/2PP1P2/4BN2/PP4PP/R2Q1RK1 w - - 2 15,-44.0,f1e1
43432,5R2/kp6/p4p1p/8/7P/1KP3P1/PP6/3r4 w - - 2 36,-461.0,f8f6
11096,rnbqk2r/1ppp1ppp/8/1p2P3/P5n1/3Q1N1P/1PP1KbP1/R1B2B1R b kq - 0 10,266.0,g4e5
45963,8/1k3p1p/8/4nR2/1p1N4/6P1/1r5P/5K2 b - - 9 39,37.0,f7f6
74882,1b6/8/8/3k4/8/8/6K1/1B6 b - - 22 91,0.0,d5c5
21599,r5k1/rb2qp1p/np1p1np1/p7/1pPPNN2/PQ2PP2/1P2B1PP/R3R1K1 w - - 1 18,-292.0,e4f6
72787,5r2/8/8/2N5/6K1/8/3k4/4R3 b - - 70 85,28.0,d2e1
8385,rnbq1rk1/pp2ppbp/6p1/2P5/3pn3/2N1PN1P/PPP1BPP1/R1BQ1RK1 w - - 0 9,-556.0,c3e4
53739,2k5/3b4/pR6/2p5/2r4B/5P2/6PK/8 w - - 1 49,-50.0,h4f6
1896,rnbqkbnr/pp3ppp/4p3/2pp4/8/3P2PN/PPP1PP1P/RNBQKB1R w KQkq - 0 4,4.0,f1g2
29212,2r1r1k1/pb5p/1p1q1pp1/3Q1p1P/2P2P2/5N2/PP4P1/3RR1K1 b - - 0 23,417.0,b7d5
3869,rnbqk2r/pppp1ppp/5n2/8/1bPp4/2N1P3/PP1K1PPP/R1BQ1BNR b kq - 1 5,715.0,d4c3
70672,3b4/8/6k1/5p2/8/3BpK2/8/8 w - - 0 79,0.0,f3e3
31216,rn5Q/1p2kp2/3pb3/4q3/P5P1/2P2N2/3KB1P1/R7 w - - 1 25,-618.0,f3e5
43097,3r2k1/5p2/6p1/R6p/1R4P1/P3P2P/3r1P2/5K2 w - - 0 36,-459.0,g4h5
17963,r2q2k1/pp3pbp/2pp2p1/2P2b2/2P1Q3/BP2P1P1/P3NP1P/R3K2R b KQ - 2 15,510.0,f5e4
65632,R7/P6k/5p1p/8/4PP2/6K1/r7/8 w - - 0 68,-479.0,e4e5
16718,2kr1b1r/pp3ppp/2n3q1/3np3/8/1QP1B3/PP1NBPPP/2K1R2R b - - 1 14,38.0,f7f5
44666,1r6/3R2p1/2p1k3/7p/P3pr2/1P6/1P3P2/2K1R3 b - - 3 37,589.0,e6d7
16445,r1b2rk1/pp2b1p1/1qn1p2p/3p1p1n/2BP3P/2P2N2/PPQN1PPB/R3K2R b KQ - 1 14,375.0,d5c4
29739,r4rk1/1p4p1/4p2p/p2P1p2/b2P3P/1NPB2b1/1P6/R4RK1 w - - 0 24,-339.0,a1a4
35391,5r1k/1pp3bn/6q1/pPP5/3Pp2p/P1N1B3/1R4P1/4Q1K1 b - - 3 28,38.0,f8f3
22278,r3r1k1/pbp2pbp/1p1q2p1/3P1p2/2P2P2/4BN2/PP1Q2PP/R1R3K1 b - - 2 18,251.0,g7b2
79345,8/8/8/2b5/5K2/3B4/8/6k1 b - - 72 110,0.0,c5f8
38530,4r3/p4np1/2k3p1/2p3B1/N1Pp2Pp/PP3PbP/3K4/4R3 b - - 6 31,782.0,g3e1
65142,8/8/8/p7/B1K5/8/1k1b4/8 w - - 23 67,0.0,a4d7
21212,r2r2k1/3n1pbp/p1b1p1p1/q1p3B1/P1Q1P3/2P2NP1/5PBP/R4RK1 w - - 5 18,-36.0,g5d8
14038,2r1kb1r/p2b1ppp/5n2/1pp1p3/3nP3/N4PPN/PPP2RBP/R1B3K1 w k - 3 13,0.0,c2c3
16202,r1b1r1k1/pp3pp1/2nq1n1p/3p4/N7/5NP1/PPR1PPBP/3Q1RK1 b - - 3 14,42.0,c6b4
54928,8/8/2B5/p4pk1/P2P1bp1/2P4p/5K2/8 b - - 1 50,572.0,g4g3
5760,1rb1kb1r/ppppqppp/2n2n2/1B2p3/8/1PN1PPP1/P1PP3P/R1BQK1NR w KQk - 1 7,31.0,c1b2
18076,r1bqr1k1/ppp2pbp/6p1/5p2/2PP1P2/5N2/PP1B2PP/R2Q1RK1 b - - 3 15,154.0,g7d4
69301,8/8/5n2/6K1/3k4/1B6/8/8 b - - 40 75,0.0,d4e5
17971,r2q2k1/pp3pbp/2pp2p1/2P2b2/2P1Q3/1P2P1P1/PB2NP1P/2R1K2R b K - 2 15,455.0,f5e4
80499,8/2b5/8/5K2/8/8/2B3k1/8 w - - 99 124,0.0,c2b1
40299,3rr3/8/1p3kpp/p4p2/P2P3b/2P2B2/1P4K1/1R3R2 w - - 4 33,231.0,f1h1
48180,b5r1/4RQbk/6p1/p1p3B1/P3q1P1/8/5K2/8 w - - 4 42,-290.0,e7e4
19758,2kr3r/1pp2ppp/p4b2/8/1n4b1/1BP2N2/PP3PPP/R1B2RK1 w - - 7 17,-411.0,c3b4
80421,8/2R5/5K2/8/8/8/8/r2k4 b - - 98 122,0.0,a1a4
40012,r7/1p3p2/1knpb3/2q3P1/P4Q2/2PBR3/3K2P1/4N3 b - - 6 32,0.0,c6e5
8241,r1b1kb1r/pp3ppp/5n2/2p1p3/1n2P3/6PN/PPP2PBP/RNBR2K1 w kq - 1 9,-71.0,b1a3
52756,8/8/1p5k/pB3p2/PP1P1bpp/2P5/4K3/8 b - - 1 47,482.0,h6g5
7072,rnbq3r/pp1kppbp/5np1/2pP4/2p5/2N2NP1/PP2PPBP/R1BQK2R w KQ - 3 8,-661.0,d1a4
67703,8/3k4/7p/5p1P/2PK4/3P4/N7/1R4r1 w - - 1 72,-855.0,b1g1
50744,8/pk1b1R2/8/B1p5/2r4p/2P2P2/6PK/8 w - - 7 45,-430.0,f7d7
36423,1r2bk2/6p1/p1p5/3B3p/P3p2P/1P3r2/1P1R1P2/2K4R b - - 1 29,563.0,c6d5
